iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,config_id,threads
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,3128,10
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3129,90
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,3130,90
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,3131,90
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3132,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3133,90
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3134,90
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3135,90
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3136,90
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3137,90
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3138,10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3139,90
0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3140,10
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3141,90
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3142,90
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3143,90
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3144,90
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3145,10
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3146,90
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,3147,10
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3148,90
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,3149,90
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3150,10
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3151,90
0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,3152,10
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3153,10
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3154,90
0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3155,10
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3156,90
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3157,90
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,3158,10
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3159,90
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3160,90
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,3161,10
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3162,10
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,3163,10
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3164,90
0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3165,10
0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3166,90
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3167,90
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3168,10
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3169,90
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3170,90
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3171,10
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3172,90
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3173,90
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3174,10
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3175,10
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3176,10
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3177,90
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3178,10
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3179,90
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3180,90
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3181,90
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,3182,10
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3183,10
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,3184,10
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3185,90
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3186,90
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3187,10
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3188,90
0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3189,90
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3190,10
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3191,10
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,3192,10
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3193,90
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3194,90
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3195,10
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3196,10
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3197,90
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,3198,10
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3199,90
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3200,90
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3201,90
0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,3202,90
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3203,90
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3204,10
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3205,90
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3206,90
0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3207,90
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3208,90
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,3209,90
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,3210,10
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3211,10
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3212,10
0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,3213,90
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3214,10
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3215,10
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3216,90
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3217,90
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3218,90
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,3219,90
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3220,10
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3221,90
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3222,90
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3223,10
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3224,10
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3225,90
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3226,90
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,3227,90
0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,3228,90
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,3229,90
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3230,10
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3231,10
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,3232,90
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,3233,90
0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3234,90
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3235,90
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,3236,10
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3237,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3238,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3239,90
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,3240,10
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,3241,90
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3242,10
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3243,10
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3244,90
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3245,90
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3246,90
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3247,10
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,3248,10
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3249,90
0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3250,90
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3251,90
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,3252,10
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3253,10
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3254,90
1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,3255,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3256,10
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3257,90
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3258,90
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,3259,10
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3260,10
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,3261,10
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3262,90
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3263,10
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,3264,10
1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3265,90
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3266,90
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,3267,10
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3268,10
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3269,10
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3270,10
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3271,10
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3272,10
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3273,90
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3274,10
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3275,90
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3276,90
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3277,10
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3278,90
0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3279,90
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3280,10
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3281,10
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3282,90
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3283,90
0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3284,90
0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3285,10
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3286,90
0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3287,10
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3288,90
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,3289,10
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3290,90
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3291,10
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3292,10
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3293,90
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,3294,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3295,90
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,3296,10
0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3297,10
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,3298,90
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3299,10
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3300,10
0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3301,90
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3302,90
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,3303,90
0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,3304,10
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3305,10
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3306,90
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3307,90
0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,3308,10
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3309,10
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3310,90
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3311,90
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,3312,10
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3313,90
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3314,90
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3315,10
0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3316,10
0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3317,90
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3318,90
0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3319,10
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3320,90
0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,3321,90
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3322,90
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3323,90
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3324,90
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3325,90
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3326,90
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,3327,90
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,3328,90
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3329,90
0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3330,90
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,3331,90
0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3332,90
0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3333,90
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3334,90
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3335,90
0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3336,90
0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3337,90
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3338,90
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,3339,10
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3340,90
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3341,90
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3342,90
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3343,90
0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3344,10
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3345,90
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3346,90
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3347,90
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,3348,90
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3349,90
1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,3350,90
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,3351,90
0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3352,90
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3353,90
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,3354,10
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3355,90
0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,3356,90
0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3357,90
0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3358,90
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3359,10
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3360,90
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3361,90
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,3362,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3363,10
0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,3364,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3365,90
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3366,90
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,3367,90
0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,3368,90
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3369,90
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3370,90
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,3371,90
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,3372,10
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,3373,90
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3374,90
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3375,90
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3376,90
0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3377,90
1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,3378,90
0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3379,90
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3380,90
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3381,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3382,90
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,3383,90
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3384,10
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,3385,90
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3386,90
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3387,90
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,3388,90
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3389,90
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3390,90
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3391,90
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3392,90
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3393,90
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3394,10
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3395,90
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3396,90
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3397,90
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3398,90
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3399,90
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3400,90
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3401,10
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3402,10
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3403,10
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3404,90
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3405,90
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3406,10
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3407,90
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3408,10
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3409,90
0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3410,90
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3411,90
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3412,90
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3413,90
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3414,90
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3415,90
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3416,90
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3417,10
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3418,90
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,3419,90
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3420,90
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3421,10
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3422,90
0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3423,90
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3424,90
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3425,90
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3426,90
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3427,10
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3428,90
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3429,90
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3430,10
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3431,90
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3432,10
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3433,10
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,3434,10
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3435,90
0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3436,10
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3437,90
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3438,90
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3439,90
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,3440,10
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,3441,90
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3442,10
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3443,90
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3444,90
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,3445,90
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3446,10
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3447,10
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3448,90
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3449,90
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3450,90
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3451,10
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3452,10
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3453,90
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3454,90
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3455,90
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3456,90
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3457,10
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,3458,10
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3459,90
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3460,90
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,3461,90
0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3462,90
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3463,10
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3464,90
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3465,10
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3466,90
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,3467,90
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3468,10
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3469,90
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3470,90
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3471,90
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,3472,90
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3473,90
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3474,10
0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3475,90
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3476,90
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3477,10
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3478,90
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,3479,90
0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,3480,10
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3481,90
0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3482,90
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3483,90
