NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,config_id,Resampling,CBR,VBRRange
0,1,0,0,0,0,1,0,0,0,0,0,0,819,48,8,0
1,1,0,0,0,0,0,0,0,0,1,0,0,820,44,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,821,44,8,1
0,1,0,0,1,0,0,0,0,1,0,0,0,822,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,823,22,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,824,48,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,825,8,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,826,44,8,2
0,0,0,0,1,0,0,0,0,0,0,0,1,827,48,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,828,8,8,2
0,1,0,0,0,0,1,0,0,0,0,0,0,829,22,320,0
0,0,0,0,0,0,0,0,0,0,1,0,1,830,8,160,0
0,0,0,1,0,0,0,0,0,0,1,0,0,831,44,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,832,8,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,833,8,8,0
0,1,0,0,0,1,0,0,0,0,1,0,0,834,22,320,0
0,0,0,0,0,0,0,1,0,0,0,0,1,835,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,836,48,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,837,22,8,0
0,0,1,1,1,0,0,0,0,0,0,0,0,838,8,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,839,48,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,840,8,8,2
0,1,0,0,0,0,1,0,0,0,0,0,0,841,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,842,22,8,0
1,1,0,0,1,0,0,0,0,0,0,0,0,843,8,8,0
0,1,0,0,0,0,0,0,0,1,1,0,0,844,48,8,2
0,0,0,0,0,0,1,0,0,0,0,0,1,845,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,846,8,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,847,22,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,848,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,849,22,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,850,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,851,8,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,852,8,8,1
0,0,0,0,1,0,0,0,0,0,0,0,1,853,8,160,0
0,1,0,0,1,0,0,0,0,0,0,0,0,854,8,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,855,8,8,0
0,0,0,0,0,1,0,0,0,0,1,0,1,856,22,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,857,48,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,858,8,8,2
0,0,0,1,0,0,1,0,0,0,0,0,0,859,22,8,0
0,0,1,0,1,0,0,0,0,0,0,0,1,860,44,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,861,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,862,8,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,863,8,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,864,8,8,0
1,0,0,0,0,0,0,1,0,0,0,0,1,865,8,8,0
0,1,0,0,1,0,0,0,0,1,0,0,0,866,22,8,0
0,0,0,0,0,0,0,0,1,1,0,0,1,867,22,160,0
0,0,0,1,0,0,0,0,1,1,0,0,0,868,8,8,0
0,0,0,0,0,0,0,1,0,1,0,0,1,869,8,8,0
0,1,0,0,1,0,0,0,0,1,0,0,0,870,22,8,1
0,0,0,1,0,0,0,0,1,1,0,0,0,871,22,8,0
0,0,0,1,0,0,1,0,0,1,0,0,0,872,8,160,0
0,0,0,0,0,0,0,1,0,1,0,0,1,873,48,160,0
0,0,0,0,0,0,0,0,0,1,1,0,1,874,48,8,0
0,0,0,0,0,0,0,0,1,1,0,0,1,875,8,8,0
0,1,0,0,0,0,0,1,0,1,0,0,0,876,22,160,0
0,0,0,1,1,1,0,0,0,1,0,0,0,877,22,8,0
0,0,0,0,0,0,1,0,0,1,0,0,1,878,22,8,0
0,0,0,0,1,0,0,0,0,1,0,0,1,879,48,8,0
0,0,0,1,0,0,0,0,0,1,1,0,0,880,48,8,0
0,1,1,0,0,0,0,1,0,1,0,0,0,881,8,160,0
0,1,0,0,0,0,0,0,1,1,0,0,0,882,48,8,0
0,0,0,1,1,0,0,0,0,1,0,0,0,883,8,8,2
0,1,0,0,0,0,1,0,0,1,0,0,0,884,22,8,0
0,1,0,0,0,0,1,0,0,1,0,0,0,885,8,8,0
1,0,0,0,0,0,0,1,0,1,0,0,1,886,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,887,22,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,888,22,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,889,22,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,890,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,891,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,892,22,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,893,22,8,1
0,0,0,1,0,0,0,0,0,0,1,0,0,894,22,8,2
0,0,0,1,1,0,0,0,0,0,0,0,0,895,22,8,0
0,0,0,1,1,1,0,0,0,0,0,0,0,896,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,897,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,898,22,320,0
0,0,0,1,0,0,0,0,0,0,1,0,0,899,22,8,0
0,0,1,0,0,0,0,0,0,0,1,0,1,900,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,901,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,902,22,8,2
0,0,0,1,1,0,0,0,0,0,0,0,0,903,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,904,22,8,0
1,0,0,1,0,0,1,0,0,0,0,0,0,905,22,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,906,22,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,907,48,160,0
0,0,0,0,0,0,1,0,0,0,0,0,1,908,8,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,909,8,160,0
0,0,0,0,0,0,1,0,0,0,0,0,1,910,8,160,0
0,1,0,0,0,0,0,0,1,0,0,0,0,911,8,160,0
0,0,0,1,0,0,0,0,0,0,1,0,0,912,8,160,0
0,0,0,0,0,1,1,0,0,0,0,0,1,913,44,160,0
0,1,0,0,1,0,0,0,0,0,0,0,0,914,22,160,0
0,0,0,1,1,0,0,0,0,0,0,0,0,915,22,160,0
0,0,1,1,0,0,0,0,1,0,0,0,0,916,48,160,0
0,1,0,0,0,0,0,0,0,0,1,0,0,917,8,160,0
1,0,0,1,0,0,1,0,0,0,0,0,0,918,48,160,0
0,0,0,1,0,0,0,0,1,0,0,0,0,919,8,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,920,44,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,921,8,8,1
0,0,0,0,0,0,0,0,1,0,0,0,1,922,22,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,923,8,320,0
0,0,0,1,0,0,0,0,1,0,0,0,0,924,22,8,0
0,1,0,0,0,1,0,0,1,0,0,0,0,925,44,320,0
0,1,0,0,0,0,0,0,1,0,0,0,0,926,44,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,927,44,8,0
0,0,1,1,0,0,0,0,1,0,0,0,0,928,48,320,0
0,0,0,0,0,0,0,0,1,0,0,0,1,929,8,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,930,8,8,2
0,0,0,0,0,0,0,0,1,0,0,0,1,931,22,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,932,22,160,0
1,0,0,0,0,0,0,0,1,0,0,0,1,933,22,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,934,44,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,935,44,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,936,22,320,0
0,0,0,1,0,0,0,1,0,0,0,0,0,937,48,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,938,8,160,0
0,0,0,1,0,0,0,1,0,0,0,0,0,939,8,8,0
0,0,0,1,0,1,0,1,0,0,0,0,0,940,22,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,941,8,8,0
0,0,0,1,0,0,0,1,0,0,0,0,0,942,8,8,0
0,0,1,0,0,0,0,1,0,0,0,0,1,943,44,160,0
0,0,0,0,0,0,0,1,0,0,0,0,1,944,48,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,945,44,8,2
0,0,0,1,0,0,0,1,0,0,0,0,0,946,22,8,0
0,1,0,0,0,0,0,1,0,0,0,0,0,947,22,8,1
1,0,0,1,0,0,0,1,0,0,0,0,0,948,8,8,0
0,0,0,0,0,0,0,1,0,0,0,0,1,949,8,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,950,44,8,2
0,0,0,0,0,0,0,0,1,0,0,0,1,951,44,8,1
0,0,0,1,0,0,1,0,0,0,0,0,0,952,22,8,2
0,0,0,1,0,0,0,1,0,0,0,0,0,953,8,8,2
0,0,0,0,0,0,0,1,0,0,0,0,1,954,22,8,1
0,0,0,1,0,0,0,0,0,0,1,0,0,955,44,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,956,44,8,1
0,0,0,1,0,0,1,0,0,0,0,0,0,957,48,8,1
0,0,1,1,1,0,0,0,0,0,0,0,0,958,8,8,2
0,0,0,1,1,0,0,0,0,0,0,0,0,959,44,8,2
0,1,0,0,1,0,0,0,0,0,0,0,0,960,22,8,2
1,0,0,0,0,0,0,0,0,0,1,0,1,961,8,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,962,8,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,963,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,964,44,8,1
0,0,0,1,1,0,0,0,0,0,0,0,0,965,8,8,1
0,0,0,1,0,0,0,0,1,0,0,0,0,966,44,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,967,48,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,968,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,969,8,8,0
0,0,1,0,0,0,0,0,0,0,1,0,1,970,8,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,971,22,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,972,48,8,2
0,1,0,0,0,0,0,1,0,0,0,0,0,973,8,8,0
1,0,0,0,0,0,0,0,0,0,1,0,1,974,44,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,975,44,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,976,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,977,8,320,0
0,0,0,0,0,0,1,0,0,0,0,0,1,978,48,8,2
0,1,0,0,0,1,1,0,0,0,0,0,0,979,44,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,980,48,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,981,44,8,0
0,0,1,0,0,0,1,0,0,0,0,0,1,982,48,160,0
0,0,0,0,0,0,1,0,0,0,0,0,1,983,8,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,984,48,8,2
0,1,0,0,0,0,1,0,0,0,0,0,0,985,48,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,986,22,8,1
1,0,0,0,0,0,1,0,0,0,0,0,1,987,44,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,988,48,8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,989,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,990,8,160,0
0,1,0,0,1,1,0,0,0,0,0,0,0,991,22,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,992,44,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,993,44,320,0
0,0,0,1,0,0,0,0,0,0,1,0,0,994,44,320,0
0,1,1,0,0,0,0,0,0,0,1,0,0,995,8,160,0
0,0,0,1,0,0,0,0,0,0,1,0,0,996,22,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,997,22,8,2
0,0,0,0,0,0,0,1,0,0,0,0,1,998,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,999,44,160,0
1,1,0,0,0,0,0,0,0,0,1,0,0,1000,22,160,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1001,8,320,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1002,22,160,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1003,8,8,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1004,8,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1005,44,8,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1006,44,320,0
0,0,1,1,0,0,0,0,1,0,0,0,0,1007,8,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,1008,44,8,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1009,44,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,1010,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1011,8,8,1
1,1,0,0,0,0,0,0,0,0,1,0,0,1012,48,320,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1013,8,8,0
0,0,0,0,0,1,0,0,0,0,1,0,1,1014,8,160,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1015,8,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1016,8,8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1017,8,8,2
0,0,1,0,0,0,0,0,0,0,1,0,1,1018,8,8,1
0,0,0,1,0,0,0,0,1,0,0,0,0,1019,8,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1020,8,8,2
0,0,0,0,0,0,0,0,1,0,0,0,1,1021,8,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1022,8,320,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1023,8,8,0
0,1,0,0,0,1,0,0,0,0,1,0,0,1024,8,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1025,8,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1026,22,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1027,22,8,0
0,0,1,0,1,0,0,0,0,0,0,0,1,1028,48,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1029,48,8,0
0,0,0,1,0,0,1,0,0,0,0,0,0,1030,22,8,2
0,0,0,0,0,0,0,0,0,0,1,0,1,1031,22,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1032,44,8,0
1,0,0,0,0,0,0,0,0,0,1,0,1,1033,48,8,1
0,0,0,1,0,1,0,1,0,0,0,0,0,1035,44,320,0
0,0,1,1,1,1,0,0,0,0,0,0,0,1036,8,8,0
0,0,0,0,0,1,0,0,0,0,1,0,1,1037,8,8,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1038,8,320,0
1,0,0,0,0,1,0,0,0,0,1,0,1,1039,8,320,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1040,48,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1041,8,8,0
0,0,1,0,0,0,1,0,0,0,0,0,1,1042,44,8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,1043,8,8,0
1,0,0,1,0,0,0,0,0,0,1,0,0,1044,22,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1045,44,320,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1046,48,320,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1047,22,8,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1048,8,8,2
0,1,0,0,1,0,0,0,0,0,0,0,0,1049,22,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1050,8,8,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1051,44,8,0
0,0,1,1,0,0,0,1,0,0,0,0,0,1052,8,8,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1053,44,8,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1054,48,8,2
0,0,0,1,0,0,0,0,1,0,0,0,0,1055,44,8,0
1,0,0,1,0,0,0,0,0,0,1,0,0,1056,44,8,2
0,0,1,0,0,0,0,0,0,0,1,0,1,1057,8,8,0
0,0,1,0,0,0,0,0,0,0,1,0,1,1058,48,8,2
0,0,1,1,1,0,0,0,0,0,0,0,0,1059,48,8,0
0,1,1,0,0,0,0,0,1,0,0,0,0,1060,44,160,0
1,0,1,1,0,0,1,0,0,0,0,0,0,1061,44,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1062,8,8,0
1,0,0,0,0,0,0,0,0,0,1,0,1,1063,22,8,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1064,8,8,2
1,1,0,0,0,0,1,0,0,0,0,0,0,1065,22,8,2
0,1,0,0,0,0,0,0,1,0,0,0,0,1066,48,8,0
1,1,0,0,0,0,0,0,0,0,1,0,0,1067,22,8,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1068,8,8,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1069,8,8,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1070,8,320,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1071,48,160,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1072,48,320,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1073,8,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1074,48,320,0
1,0,1,1,0,1,1,0,0,1,0,1,0,1075,44,160,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1076,8,320,0
1,0,1,0,1,1,0,0,0,1,0,0,1,1077,8,320,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1079,8,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1080,8,8,0
1,0,1,1,1,0,0,0,0,1,0,1,0,1081,8,8,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1082,22,160,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1083,22,8,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1084,22,160,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1085,8,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1086,8,160,0
1,0,1,0,0,0,1,0,0,1,0,1,1,1087,22,8,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1088,44,320,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1089,48,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1090,8,320,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1092,48,8,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1094,8,320,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1095,22,8,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1096,44,320,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1098,8,160,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1099,48,160,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1100,22,160,0
1,0,1,0,0,1,0,0,1,1,0,1,1,1101,44,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1102,8,8,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1103,22,320,0
1,1,1,0,1,0,0,0,0,1,0,1,0,1105,44,8,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1106,8,8,0
1,0,1,1,0,1,1,0,0,1,0,1,0,1107,48,8,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1108,48,160,0
1,0,0,0,0,1,0,0,1,1,0,1,1,1109,8,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1111,8,8,0
1,0,1,1,0,1,0,0,1,1,0,1,0,1112,48,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1113,44,320,0
0,0,1,1,1,1,0,0,0,1,0,1,0,1114,8,8,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1115,8,320,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1116,22,160,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1117,8,8,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1118,22,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1120,48,8,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1121,44,320,0
1,0,1,1,1,1,0,0,0,1,0,0,0,1122,8,320,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1123,48,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1124,48,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1125,22,8,0
1,0,1,0,1,0,0,0,0,1,0,1,1,1126,8,8,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1127,22,160,0
1,1,1,0,0,1,0,1,0,1,0,1,0,1128,44,320,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1129,8,160,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1130,8,320,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1131,48,160,0
1,0,1,1,0,0,1,0,0,1,0,1,0,1132,44,8,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1133,22,160,0
1,0,1,1,0,1,1,0,0,1,0,1,0,1134,22,160,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1135,48,320,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1136,8,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1137,8,320,0
1,0,1,1,1,1,0,0,0,0,0,1,0,1138,8,320,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1139,8,320,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1140,8,8,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1141,8,160,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1142,8,8,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1143,8,8,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1144,8,160,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1145,48,320,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1146,22,8,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1147,44,320,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1148,48,320,0
1,1,1,0,0,0,0,0,0,1,1,1,0,1150,8,8,1
1,0,1,1,0,1,0,0,1,1,0,1,0,1151,22,160,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1152,22,160,0
1,0,0,0,1,1,0,0,0,1,0,1,1,1154,48,320,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1155,8,160,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1156,22,160,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1157,44,320,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1158,8,320,0
0,0,1,0,0,1,0,0,0,1,1,1,1,1159,8,8,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1160,22,320,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1161,8,8,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1163,44,320,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1164,8,160,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1165,22,320,0
1,0,1,1,1,1,0,0,0,1,0,0,0,1166,22,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1167,8,8,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1168,44,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1169,8,160,0
1,0,1,0,0,0,0,0,0,1,1,1,1,1170,22,8,2
1,0,1,0,0,1,0,0,0,1,1,1,1,1171,22,320,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1173,8,320,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1174,44,320,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1175,8,160,0
1,0,1,0,0,0,0,0,1,1,0,1,1,1176,22,8,2
1,1,1,0,0,1,0,0,0,1,1,1,0,1177,22,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1178,8,160,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1179,8,8,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1180,8,160,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1181,8,8,0
1,0,1,1,0,1,0,0,0,0,1,1,0,1182,8,320,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1183,44,320,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1184,8,320,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1185,8,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1186,8,8,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1187,44,160,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1188,22,320,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1189,44,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1190,8,160,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1191,22,320,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1192,44,160,0
1,0,1,0,0,1,0,0,1,1,0,1,1,1193,22,160,0
1,0,1,0,0,0,0,0,0,1,1,1,1,1194,44,320,0
1,0,1,1,0,1,0,0,1,1,0,1,0,1195,8,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1196,44,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1197,22,160,0
1,0,0,0,0,1,0,0,0,1,1,1,1,1198,44,320,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1199,22,8,0
1,0,1,0,0,1,0,0,1,1,0,1,1,1200,44,160,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1201,44,320,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1202,8,320,0
0,0,1,1,1,1,0,0,0,1,0,1,0,1203,8,8,0
1,0,1,0,0,1,0,0,1,1,0,1,1,1204,48,160,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1205,22,8,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1206,8,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1207,8,8,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1208,8,320,0
1,0,1,1,1,1,0,0,0,1,0,0,0,1209,8,8,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1210,22,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1211,48,320,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1212,8,8,0
1,0,1,0,1,0,0,0,0,1,0,1,1,1213,48,8,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1214,8,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1215,8,160,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1216,22,320,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1217,22,160,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1218,8,160,0
1,0,1,0,0,0,0,0,0,1,1,1,1,1219,48,8,2
1,0,1,1,0,1,0,0,0,1,1,1,0,1220,22,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1221,48,160,0
1,0,1,1,0,1,0,0,0,1,1,1,0,1222,48,320,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1223,8,160,0
1,0,1,0,0,1,0,0,0,1,1,1,1,1224,48,160,0
1,0,1,0,0,1,0,1,0,0,0,1,1,1225,22,160,0
1,1,1,0,0,1,0,0,0,1,1,1,0,1226,48,320,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1227,8,320,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1228,48,160,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1229,48,8,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1230,8,8,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1231,22,160,0
1,0,1,1,1,1,0,0,0,1,0,1,0,1232,48,8,0
